timestamp,total_clients,total_kbps,bitrate,psnr,ssim
2025-12-01T13:48:10.169Z,0,0.00,500,31.38,0.852
2025-12-01T13:48:13.171Z,0,0.00,500,30.59,0.932
2025-12-01T13:48:16.174Z,0,0.00,500,33.18,0.917
2025-12-01T13:48:19.177Z,0,0.00,500,34.11,0.945
2025-12-01T13:48:22.180Z,0,0.00,500,32.66,0.919
2025-12-01T13:48:25.181Z,0,0.00,500,32.44,0.926
2025-12-01T13:48:28.185Z,0,0.00,500,32.10,0.907
2025-12-01T13:48:31.188Z,0,0.00,500,34.24,0.899
2025-12-01T13:48:34.191Z,0,0.00,500,32.50,0.905
2025-12-01T13:48:37.195Z,0,0.00,500,34.51,0.904
2025-12-01T13:48:40.198Z,0,0.00,500,32.66,0.876
2025-12-01T13:48:43.201Z,0,0.00,500,34.16,0.884
2025-12-01T13:48:46.204Z,0,0.00,500,31.63,0.945
2025-12-01T13:48:49.207Z,0,0.00,500,33.24,0.922
2025-12-01T13:48:52.210Z,0,0.00,500,34.72,0.872
2025-12-01T13:48:55.211Z,0,0.00,500,32.59,0.931
2025-12-01T13:48:58.215Z,0,0.00,500,31.34,0.858
2025-12-01T13:49:01.218Z,0,0.00,500,32.46,0.879
2025-12-01T13:49:04.222Z,0,0.00,500,33.68,0.876
2025-12-01T13:49:07.226Z,0,0.00,500,33.32,0.860
2025-12-01T13:49:10.229Z,0,0.00,500,34.75,0.924
2025-12-01T13:49:13.233Z,0,0.00,500,31.62,0.909
2025-12-01T13:49:16.237Z,0,0.00,500,30.44,0.948
2025-12-01T13:49:19.239Z,0,0.00,500,31.56,0.897
2025-12-01T13:49:22.243Z,0,0.00,500,32.15,0.870
2025-12-01T13:49:25.244Z,0,0.00,500,33.58,0.909
2025-12-01T13:49:28.247Z,0,0.00,500,30.22,0.868
2025-12-01T13:49:31.250Z,0,0.00,500,30.63,0.882
2025-12-01T13:49:34.253Z,0,0.00,500,33.00,0.894
2025-12-01T13:49:37.256Z,0,0.00,500,33.07,0.894
2025-12-01T13:49:40.260Z,0,0.00,500,32.49,0.875
2025-12-01T13:49:43.263Z,0,0.00,500,31.81,0.901
2025-12-01T13:49:46.266Z,0,0.00,500,33.87,0.902
2025-12-01T13:49:49.268Z,0,0.00,500,33.16,0.889
2025-12-01T13:49:52.272Z,0,0.00,500,32.15,0.927
2025-12-01T13:49:55.273Z,0,0.00,500,30.89,0.899
2025-12-01T13:49:58.276Z,0,0.00,500,34.05,0.940
2025-12-01T13:50:01.279Z,0,0.00,500,32.32,0.934
2025-12-01T13:50:04.282Z,0,0.00,500,30.72,0.880
2025-12-01T13:50:07.286Z,0,0.00,500,33.99,0.943
2025-12-01T13:50:10.288Z,0,0.00,500,34.82,0.860
2025-12-01T13:50:13.291Z,0,0.00,500,34.00,0.906
2025-12-01T13:50:16.294Z,0,0.00,500,32.58,0.910
2025-12-01T13:50:19.297Z,0,0.00,500,34.23,0.945
2025-12-01T13:50:22.300Z,0,0.00,500,33.53,0.925
2025-12-01T13:50:25.301Z,0,0.00,500,33.95,0.927
2025-12-01T13:50:28.303Z,0,0.00,500,32.18,0.913
2025-12-01T13:50:31.306Z,0,0.00,500,31.31,0.938
2025-12-01T13:50:34.310Z,0,0.00,500,33.60,0.894
2025-12-01T13:50:37.312Z,0,0.00,500,34.09,0.943
2025-12-01T13:50:40.315Z,0,0.00,500,32.40,0.896
2025-12-01T13:50:43.318Z,0,0.00,500,32.17,0.927
2025-12-01T13:50:46.321Z,0,0.00,500,31.91,0.942
2025-12-01T13:50:49.325Z,0,0.00,500,33.66,0.865
2025-12-01T13:50:52.327Z,0,0.00,500,30.16,0.863
2025-12-01T13:50:55.328Z,0,0.00,500,34.79,0.882
2025-12-01T13:50:58.330Z,0,0.00,500,30.69,0.905
2025-12-01T13:51:01.333Z,0,0.00,500,31.27,0.896
2025-12-01T13:51:04.337Z,0,0.00,500,33.68,0.927
2025-12-01T13:51:07.340Z,0,0.00,500,34.04,0.870
2025-12-01T13:51:10.344Z,0,0.00,500,32.53,0.890
2025-12-01T13:51:13.347Z,0,0.00,500,34.70,0.932
2025-12-01T13:51:16.349Z,0,0.00,500,30.84,0.949
2025-12-01T13:51:19.352Z,0,0.00,500,31.79,0.905
2025-12-01T13:51:22.355Z,0,0.00,500,31.83,0.935
2025-12-01T13:51:25.356Z,0,0.00,500,34.06,0.854
2025-12-01T13:51:28.359Z,0,0.00,500,34.73,0.911
2025-12-01T13:51:31.361Z,0,0.00,500,30.37,0.933
2025-12-01T13:51:34.364Z,0,0.00,500,33.46,0.896
2025-12-01T13:51:37.367Z,0,0.00,500,32.40,0.873
2025-12-01T13:51:40.370Z,0,0.00,500,30.17,0.936
2025-12-01T13:51:43.373Z,0,0.00,500,30.97,0.870
2025-12-01T13:51:46.376Z,0,0.00,500,30.64,0.883
2025-12-01T13:51:49.380Z,0,0.00,500,32.14,0.901
2025-12-01T13:51:52.382Z,0,0.00,500,32.98,0.934
2025-12-01T13:51:55.383Z,0,0.00,500,33.71,0.917
2025-12-01T13:51:58.385Z,0,0.00,500,30.91,0.918
2025-12-01T13:52:01.388Z,0,0.00,500,30.36,0.900
2025-12-01T13:52:04.392Z,0,0.00,500,31.05,0.923
2025-12-01T13:52:07.394Z,0,0.00,500,33.82,0.859
2025-12-01T13:52:10.397Z,0,0.00,500,33.18,0.949
2025-12-01T13:52:13.401Z,0,0.00,500,34.83,0.929
2025-12-01T13:52:16.403Z,0,0.00,500,32.15,0.942
2025-12-01T13:52:19.406Z,0,0.00,500,31.58,0.937
2025-12-01T13:52:22.409Z,0,0.00,500,30.99,0.902
2025-12-01T13:52:25.410Z,0,0.00,500,31.44,0.862
2025-12-01T13:52:28.412Z,0,0.00,500,31.44,0.891
2025-12-01T13:52:31.415Z,0,0.00,500,31.05,0.940
2025-12-01T13:52:34.418Z,0,0.00,500,31.66,0.866
2025-12-01T13:52:37.421Z,0,0.00,500,31.05,0.878
2025-12-01T13:52:40.424Z,0,0.00,500,30.15,0.881
2025-12-01T13:52:43.427Z,0,0.00,500,34.26,0.863
2025-12-01T13:52:46.431Z,0,0.00,500,34.59,0.861
2025-12-01T13:52:49.433Z,0,0.00,500,34.70,0.868
2025-12-01T13:52:52.436Z,0,0.00,500,34.26,0.940
2025-12-01T13:52:55.437Z,0,0.00,500,31.61,0.877
2025-12-01T13:52:58.440Z,0,0.00,500,34.27,0.901
2025-12-01T13:53:01.442Z,0,0.00,500,31.90,0.898
2025-12-01T13:53:04.445Z,0,0.00,500,30.47,0.865
2025-12-01T13:53:07.449Z,0,0.00,500,31.79,0.903
2025-12-01T13:53:10.451Z,0,0.00,500,34.68,0.905
2025-12-01T13:53:13.454Z,0,0.00,500,31.67,0.856
2025-12-01T13:53:16.458Z,0,0.00,500,34.77,0.904
2025-12-01T13:53:19.460Z,0,0.00,500,32.11,0.859
2025-12-01T13:53:22.463Z,0,0.00,500,32.23,0.895
2025-12-01T13:53:25.464Z,0,0.00,500,34.99,0.911
2025-12-01T13:53:28.466Z,0,0.00,500,32.88,0.871
2025-12-01T13:53:31.469Z,0,0.00,500,34.03,0.897
2025-12-01T13:53:34.472Z,0,0.00,500,32.87,0.932
2025-12-01T13:53:37.476Z,0,0.00,500,33.68,0.904
2025-12-01T13:53:40.479Z,0,0.00,500,30.33,0.944
2025-12-01T13:53:43.482Z,0,0.00,500,31.33,0.890
2025-12-01T13:53:46.486Z,0,0.00,500,31.30,0.900
2025-12-01T13:53:49.489Z,0,0.00,500,30.30,0.892
2025-12-01T13:53:52.492Z,0,0.00,500,32.09,0.936
2025-12-01T13:53:55.493Z,0,0.00,500,31.57,0.900
2025-12-01T13:53:58.495Z,0,0.00,500,31.18,0.941
2025-12-01T13:54:01.498Z,0,0.00,500,33.56,0.871
2025-12-01T13:54:04.501Z,0,0.00,500,30.22,0.888
2025-12-01T13:54:07.504Z,0,0.00,500,31.54,0.874
2025-12-01T13:54:10.507Z,0,0.00,500,32.49,0.917
2025-12-01T13:54:13.510Z,0,0.00,500,31.11,0.874
2025-12-01T13:54:16.513Z,0,0.00,500,32.48,0.940
2025-12-01T13:54:19.516Z,0,0.00,500,30.68,0.947
2025-12-01T13:54:22.519Z,0,0.00,500,31.45,0.898
2025-12-01T13:54:25.520Z,0,0.00,500,31.38,0.894
2025-12-01T13:54:28.523Z,0,0.00,500,33.41,0.922
2025-12-01T13:54:31.527Z,0,0.00,500,32.14,0.946
2025-12-01T13:54:34.531Z,0,0.00,500,34.28,0.945
2025-12-01T13:54:37.533Z,0,0.00,500,32.22,0.872
2025-12-01T13:54:40.535Z,0,0.00,500,30.84,0.930
2025-12-01T13:54:43.538Z,0,0.00,500,33.19,0.875
2025-12-01T13:54:46.542Z,0,0.00,500,32.43,0.949
2025-12-01T13:54:49.545Z,0,0.00,500,32.78,0.929
2025-12-01T13:54:52.548Z,0,0.00,500,34.11,0.918
2025-12-01T13:54:55.548Z,0,0.00,500,33.73,0.856
2025-12-01T13:54:58.552Z,0,0.00,500,32.04,0.922
2025-12-01T13:55:01.555Z,0,0.00,500,31.82,0.860
2025-12-01T13:55:04.557Z,0,0.00,500,34.47,0.861
2025-12-01T13:55:07.561Z,0,0.00,500,34.71,0.861
2025-12-01T13:55:10.563Z,0,0.00,500,30.42,0.940
2025-12-01T13:55:13.567Z,0,0.00,500,30.34,0.912
2025-12-01T13:55:16.569Z,0,0.00,500,32.53,0.922
2025-12-01T13:55:19.572Z,0,0.00,500,30.54,0.859
2025-12-01T13:55:22.575Z,0,0.00,500,33.33,0.899
2025-12-01T13:55:25.577Z,0,0.00,500,34.30,0.885
2025-12-01T13:55:28.579Z,0,0.00,500,30.40,0.854
2025-12-01T13:55:31.583Z,0,0.00,500,31.65,0.936
2025-12-01T13:55:34.585Z,0,0.00,500,30.27,0.884
2025-12-01T13:55:37.589Z,0,0.00,500,30.18,0.926
2025-12-01T13:55:40.592Z,0,0.00,500,33.88,0.932
2025-12-01T13:55:43.594Z,0,0.00,500,34.69,0.920
2025-12-01T13:55:46.598Z,0,0.00,500,32.23,0.914
2025-12-01T13:55:49.601Z,0,0.00,500,34.66,0.922
2025-12-01T13:55:52.603Z,0,0.00,500,33.97,0.919
2025-12-01T13:55:55.605Z,0,0.00,500,32.99,0.903
2025-12-01T13:55:58.607Z,0,0.00,500,33.07,0.922
2025-12-01T13:56:01.610Z,0,0.00,500,32.25,0.859
2025-12-01T13:56:04.613Z,0,0.00,500,33.48,0.863
2025-12-01T13:56:07.616Z,0,0.00,500,33.13,0.879
2025-12-01T13:56:10.619Z,0,0.00,500,30.70,0.856
2025-12-01T13:56:13.623Z,0,0.00,500,33.31,0.876
2025-12-01T13:56:16.627Z,0,0.00,500,30.56,0.853
2025-12-01T13:56:19.629Z,0,0.00,500,32.08,0.913
2025-12-01T13:56:22.632Z,0,0.00,500,30.19,0.864
2025-12-01T13:56:25.632Z,0,0.00,500,32.29,0.899
2025-12-01T13:56:28.635Z,0,0.00,500,30.64,0.857
2025-12-01T13:56:31.638Z,0,0.00,500,34.62,0.929
2025-12-01T13:56:34.641Z,0,0.00,500,34.27,0.870
2025-12-01T13:56:37.645Z,0,0.00,500,33.82,0.918
2025-12-01T13:56:40.648Z,0,0.00,500,32.08,0.888
2025-12-01T13:56:43.651Z,0,0.00,500,32.71,0.887
2025-12-01T13:56:46.654Z,0,0.00,500,32.87,0.912
2025-12-01T13:56:49.657Z,0,0.00,500,34.59,0.937
2025-12-01T13:56:52.660Z,0,0.00,500,34.16,0.924
2025-12-01T13:56:55.661Z,0,0.00,500,31.69,0.939
2025-12-01T13:56:58.664Z,0,0.00,500,30.39,0.926
2025-12-01T13:57:01.666Z,0,0.00,500,32.60,0.932
2025-12-01T13:57:04.669Z,0,0.00,500,34.10,0.909
2025-12-01T13:57:07.672Z,0,0.00,500,31.29,0.884
2025-12-01T13:57:10.675Z,0,0.00,500,32.30,0.922
2025-12-01T13:57:13.678Z,0,0.00,500,30.62,0.941
2025-12-01T13:57:16.681Z,0,0.00,500,30.43,0.889
2025-12-01T13:57:19.684Z,0,0.00,500,32.26,0.868
2025-12-01T13:57:22.687Z,0,0.00,500,31.86,0.852
2025-12-01T13:57:25.688Z,0,0.00,500,34.52,0.855
2025-12-01T13:57:28.691Z,0,0.00,500,34.26,0.939
2025-12-01T13:57:31.695Z,0,0.00,500,34.39,0.881
2025-12-01T13:57:34.697Z,0,0.00,500,34.68,0.946
2025-12-01T13:57:37.700Z,0,0.00,500,33.79,0.885
2025-12-01T13:57:40.703Z,0,0.00,500,34.17,0.873
2025-12-01T13:57:43.706Z,0,0.00,500,34.02,0.928
2025-12-01T13:57:46.710Z,0,0.00,500,34.98,0.898
2025-12-01T13:57:49.713Z,0,0.00,500,31.17,0.853
2025-12-01T13:57:52.716Z,0,0.00,500,33.43,0.896
2025-12-01T13:57:55.717Z,0,0.00,500,30.99,0.864
2025-12-01T13:57:58.719Z,0,0.00,500,32.87,0.940
2025-12-01T13:58:01.722Z,0,0.00,500,31.05,0.854
2025-12-01T13:58:04.726Z,0,0.00,500,32.02,0.941
2025-12-01T13:58:07.728Z,0,0.00,500,31.25,0.878
2025-12-01T13:58:10.731Z,0,0.00,500,30.63,0.859
2025-12-01T13:58:13.735Z,0,0.00,500,33.19,0.879
2025-12-01T13:58:16.738Z,0,0.00,500,31.32,0.854
2025-12-01T13:58:19.742Z,0,0.00,500,31.55,0.944
2025-12-01T13:58:22.744Z,0,0.00,500,34.08,0.950
2025-12-01T13:58:25.745Z,0,0.00,500,33.46,0.893
2025-12-01T13:58:28.748Z,0,0.00,500,33.45,0.921
2025-12-01T13:58:31.751Z,0,0.00,500,33.86,0.942
2025-12-01T13:58:34.754Z,0,0.00,500,33.08,0.856
2025-12-01T13:58:37.758Z,0,0.00,500,32.75,0.863
2025-12-01T13:58:40.760Z,0,0.00,500,34.03,0.928
2025-12-01T13:58:43.763Z,0,0.00,500,30.21,0.942
2025-12-01T13:58:46.766Z,0,0.00,500,33.42,0.897
2025-12-01T13:58:49.769Z,0,0.00,500,31.91,0.939
2025-12-01T13:58:52.773Z,0,0.00,500,33.59,0.906
2025-12-01T13:58:55.774Z,0,0.00,500,34.39,0.876
2025-12-01T13:58:58.778Z,0,0.00,500,32.15,0.896
2025-12-01T13:59:01.780Z,0,0.00,500,31.83,0.924
2025-12-01T13:59:04.783Z,0,0.00,500,32.16,0.899
2025-12-01T13:59:07.786Z,0,0.00,500,34.69,0.852
2025-12-01T13:59:10.789Z,0,0.00,500,34.18,0.948
2025-12-01T13:59:13.792Z,0,0.00,500,32.75,0.926
2025-12-01T13:59:16.796Z,0,0.00,500,30.58,0.946
2025-12-01T13:59:19.799Z,0,0.00,500,32.30,0.906
2025-12-01T13:59:22.802Z,0,0.00,500,32.14,0.938
2025-12-01T13:59:25.804Z,0,0.00,500,34.93,0.865
2025-12-01T13:59:28.807Z,0,0.00,500,32.76,0.896
2025-12-01T13:59:31.811Z,0,0.00,500,31.90,0.927
2025-12-01T13:59:34.815Z,0,0.00,500,31.02,0.881
2025-12-01T13:59:37.818Z,0,0.00,500,33.39,0.867
2025-12-01T13:59:40.821Z,0,0.00,500,34.02,0.905
2025-12-01T13:59:43.824Z,0,0.00,500,30.89,0.943
2025-12-01T13:59:46.827Z,0,0.00,500,32.92,0.918
2025-12-01T13:59:49.831Z,0,0.00,500,33.89,0.865
2025-12-01T13:59:52.834Z,0,0.00,500,33.24,0.881
2025-12-01T13:59:55.835Z,0,0.00,500,33.93,0.898
2025-12-01T13:59:58.838Z,0,0.00,500,30.88,0.947
2025-12-01T14:00:01.842Z,0,0.00,500,32.30,0.862
2025-12-01T14:00:04.844Z,0,0.00,500,33.77,0.864
2025-12-01T14:00:07.846Z,0,0.00,500,32.28,0.875
2025-12-01T14:00:10.849Z,0,0.00,500,33.23,0.900
2025-12-01T14:00:13.852Z,0,0.00,500,30.93,0.857
2025-12-01T14:00:16.854Z,0,0.00,500,30.43,0.876
2025-12-01T14:00:19.857Z,0,0.00,500,31.80,0.944
2025-12-01T14:00:22.860Z,0,0.00,500,33.77,0.852
2025-12-01T14:00:25.861Z,0,0.00,500,34.31,0.940
2025-12-01T14:00:28.864Z,0,0.00,500,31.38,0.866
2025-12-01T14:00:31.867Z,0,0.00,500,33.45,0.920
2025-12-01T14:00:34.869Z,0,0.00,500,32.24,0.892
2025-12-01T14:00:37.872Z,0,0.00,500,30.75,0.881
2025-12-01T14:00:40.875Z,0,0.00,500,33.94,0.931
2025-12-01T14:00:43.879Z,0,0.00,500,32.52,0.914
2025-12-01T14:00:46.881Z,0,0.00,500,32.46,0.882
2025-12-01T14:00:49.884Z,0,0.00,500,31.89,0.914
2025-12-01T14:00:52.888Z,0,0.00,500,31.28,0.878
2025-12-01T14:00:55.888Z,0,0.00,500,33.59,0.916
2025-12-01T14:00:58.891Z,0,0.00,500,31.68,0.943
2025-12-01T14:01:01.894Z,0,0.00,500,32.85,0.930
2025-12-01T14:01:04.897Z,0,0.00,500,30.87,0.891
2025-12-01T14:01:07.900Z,0,0.00,500,31.11,0.881
2025-12-01T14:01:10.903Z,0,0.00,500,32.38,0.876
2025-12-01T14:01:13.906Z,0,0.00,500,33.68,0.889
2025-12-01T14:01:16.909Z,0,0.00,500,30.10,0.945
2025-12-01T14:01:19.912Z,0,0.00,500,31.11,0.858
2025-12-01T14:01:22.916Z,0,0.00,500,34.40,0.949
2025-12-01T14:01:25.916Z,0,0.00,500,30.17,0.852
2025-12-01T14:01:28.920Z,0,0.00,500,31.40,0.893
2025-12-01T14:01:31.922Z,0,0.00,500,32.90,0.885
2025-12-01T14:01:34.925Z,0,0.00,500,34.72,0.948
2025-12-01T14:01:37.929Z,0,0.00,500,30.58,0.875
2025-12-01T14:01:40.931Z,0,0.00,500,30.57,0.906
2025-12-01T14:01:43.934Z,0,0.00,500,31.35,0.905
2025-12-01T14:01:46.937Z,0,0.00,500,33.61,0.908
2025-12-01T14:01:49.938Z,0,0.00,500,33.75,0.950
2025-12-01T14:01:52.941Z,0,0.00,500,31.13,0.852
2025-12-01T14:01:55.942Z,0,0.00,500,30.92,0.890
2025-12-01T14:01:58.945Z,0,0.00,500,33.23,0.879
2025-12-01T14:02:01.949Z,0,0.00,500,32.38,0.910
2025-12-01T14:02:04.951Z,0,0.00,500,34.23,0.907
2025-12-01T14:02:07.954Z,0,0.00,500,33.93,0.938
2025-12-01T14:02:10.957Z,0,0.00,500,34.33,0.947
2025-12-01T14:02:13.960Z,0,0.00,500,32.24,0.912
2025-12-01T14:02:16.963Z,0,0.00,500,30.27,0.915
2025-12-01T14:02:19.966Z,0,0.00,500,33.60,0.875
2025-12-01T14:02:22.969Z,0,0.00,500,31.90,0.950
2025-12-01T14:02:25.970Z,0,0.00,500,30.87,0.859
2025-12-01T14:02:28.973Z,0,0.00,500,30.32,0.881
2025-12-01T14:02:31.976Z,0,0.00,500,31.82,0.937
2025-12-01T14:02:34.979Z,0,0.00,500,33.92,0.895
2025-12-01T14:02:37.983Z,0,0.00,500,30.11,0.860
2025-12-01T14:02:40.985Z,0,0.00,500,33.54,0.858
2025-12-01T14:02:43.989Z,0,0.00,500,30.31,0.891
2025-12-01T14:02:46.991Z,0,0.00,500,31.52,0.886
2025-12-01T14:02:49.994Z,0,0.00,500,32.71,0.921
2025-12-01T14:02:52.997Z,0,0.00,500,32.60,0.917
2025-12-01T14:02:55.998Z,0,0.00,500,34.51,0.893
2025-12-01T14:02:59.002Z,0,0.00,500,31.50,0.948
2025-12-01T14:03:02.005Z,0,0.00,500,31.14,0.946
2025-12-01T14:03:05.009Z,0,0.00,500,34.49,0.867
2025-12-01T14:03:08.012Z,0,0.00,500,33.66,0.866
2025-12-01T14:03:11.016Z,0,0.00,500,31.36,0.932
2025-12-01T14:03:14.019Z,0,0.00,500,31.69,0.927
2025-12-01T14:03:17.022Z,0,0.00,500,32.79,0.897
2025-12-01T14:03:20.025Z,0,0.00,500,33.27,0.907
2025-12-01T14:03:23.028Z,0,0.00,500,31.07,0.862
2025-12-01T14:03:26.028Z,0,0.00,500,32.65,0.902
2025-12-01T14:03:29.030Z,0,0.00,500,30.42,0.890
2025-12-01T14:03:32.032Z,0,0.00,500,30.17,0.892
2025-12-01T14:03:35.035Z,0,0.00,500,30.43,0.944
2025-12-01T14:03:38.038Z,0,0.00,500,32.27,0.859
2025-12-01T14:03:41.041Z,0,0.00,500,32.96,0.899
2025-12-01T14:03:44.045Z,0,0.00,500,33.99,0.937
2025-12-01T14:03:47.048Z,0,0.00,500,34.92,0.893
2025-12-01T14:03:50.052Z,0,0.00,500,32.53,0.936
2025-12-01T14:03:53.055Z,0,0.00,500,34.61,0.938
2025-12-01T14:03:56.056Z,0,0.00,500,32.70,0.856
2025-12-01T14:03:59.059Z,0,0.00,500,32.73,0.882
2025-12-01T14:04:02.062Z,0,0.00,500,31.69,0.859
2025-12-01T14:04:05.065Z,0,0.00,500,30.56,0.887
2025-12-01T14:04:08.068Z,0,0.00,500,32.90,0.910
2025-12-01T14:04:11.071Z,0,0.00,500,30.71,0.885
2025-12-01T14:04:14.075Z,0,0.00,500,31.55,0.934
2025-12-01T14:04:17.078Z,0,0.00,500,31.58,0.880
2025-12-01T14:04:20.081Z,0,0.00,500,32.93,0.886
2025-12-01T14:04:23.084Z,0,0.00,500,32.86,0.931
2025-12-01T14:04:26.084Z,0,0.00,500,34.71,0.922
2025-12-01T14:04:29.087Z,0,0.00,500,30.99,0.875
2025-12-01T14:04:32.090Z,0,0.00,500,34.30,0.928
2025-12-01T14:04:35.093Z,0,0.00,500,31.26,0.868
2025-12-01T14:04:38.096Z,0,0.00,500,33.86,0.874
2025-12-01T14:04:41.098Z,0,0.00,500,31.75,0.946
2025-12-01T14:04:44.101Z,0,0.00,500,34.72,0.920
2025-12-01T14:04:47.104Z,0,0.00,500,34.96,0.898
2025-12-01T14:04:50.107Z,0,0.00,500,33.08,0.908
2025-12-01T14:04:53.110Z,0,0.00,500,30.46,0.855
2025-12-01T14:04:56.111Z,0,0.00,500,31.22,0.922
2025-12-01T14:04:59.115Z,0,0.00,500,31.49,0.877
2025-12-01T14:05:02.117Z,0,0.00,500,32.02,0.897
2025-12-01T14:05:05.120Z,0,0.00,500,32.11,0.878
2025-12-01T14:05:08.123Z,0,0.00,500,33.46,0.909
2025-12-01T14:05:11.126Z,0,0.00,500,32.83,0.913
2025-12-01T14:05:14.129Z,0,0.00,500,34.99,0.888
2025-12-01T14:05:17.132Z,0,0.00,500,32.55,0.924
2025-12-01T14:05:20.135Z,0,0.00,500,33.53,0.943
2025-12-01T14:05:23.138Z,0,0.00,500,30.81,0.911
2025-12-01T14:05:26.139Z,0,0.00,500,30.61,0.882
2025-12-01T14:05:29.142Z,0,0.00,500,30.13,0.943
2025-12-01T14:05:32.146Z,0,0.00,500,31.43,0.886
2025-12-01T14:05:35.148Z,0,0.00,500,33.00,0.936
2025-12-01T14:05:38.151Z,0,0.00,500,30.10,0.863
2025-12-01T14:05:41.154Z,0,0.00,500,32.41,0.930
2025-12-01T14:05:44.157Z,0,0.00,500,30.99,0.942
2025-12-01T14:05:47.160Z,0,0.00,500,34.90,0.950
2025-12-01T14:05:50.163Z,0,0.00,500,34.43,0.864
2025-12-01T14:05:53.167Z,0,0.00,500,32.89,0.942
2025-12-01T14:05:56.168Z,0,0.00,500,31.73,0.898
2025-12-01T14:05:59.171Z,0,0.00,500,31.97,0.930
2025-12-01T14:06:02.175Z,0,0.00,500,33.28,0.852
2025-12-01T14:06:05.178Z,0,0.00,500,32.16,0.894
2025-12-01T14:06:08.181Z,0,0.00,500,34.52,0.896
2025-12-01T14:06:11.184Z,0,0.00,500,34.83,0.888
2025-12-01T14:06:14.187Z,0,0.00,500,30.48,0.906
2025-12-01T14:06:17.191Z,0,0.00,500,30.03,0.880
2025-12-01T14:06:20.194Z,0,0.00,500,32.44,0.910
2025-12-01T14:06:23.196Z,0,0.00,500,30.14,0.915
